date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:42:44	12519/12519	---M-Z	200	added ('OK')	application/javascript	etag:%2230e7-59b999c5d9970-gzip%22	https://iqonic.design/themes/sofbox/color/js/custom.js	C:/My%20Web%20Sites/UStorage/iqonic.design/themes/sofbox/color/js/custom.js	(from https://iqonic.design/themes/sofbox/color/index.html)
11:42:46	3296/3296	---M-Z	200	added ('OK')	application/javascript	etag:%22ce0-57d72896c27ce-gzip%22	https://iqonic.design/themes/sofbox/color/js/style-customizer.js	C:/My%20Web%20Sites/UStorage/iqonic.design/themes/sofbox/color/js/style-customizer.js	(from https://iqonic.design/themes/sofbox/color/index.html)
11:42:46	1559591/1559591	---M--	200	added ('OK')	video/webm	etag:%2217cc27-57d7289cf2792%22	https://iqonic.design/themes/sofbox/color/video/01.webm	C:/My%20Web%20Sites/UStorage/iqonic.design/themes/sofbox/color/video/01.webm	(from https://iqonic.design/themes/sofbox/color/index.html)
11:42:49	268/268	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Feb%202018%2005:14:27%20GMT	https://iqonic.design/themes/sofbox/color/css/owl-carousel/owl.video.play.png	C:/My%20Web%20Sites/UStorage/iqonic.design/themes/sofbox/color/css/owl-carousel/owl.video.play.html	(from https://iqonic.design/themes/sofbox/color/css/owl-carousel/owl.carousel.css)
11:42:53	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%222876e-57d728848d5a2%22	https://iqonic.design/themes/sofbox/color/fonts/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/UStorage/iqonic.design/themes/sofbox/color/fonts/fontawesome-webfont3e6e.eot	(from https://iqonic.design/themes/sofbox/color/css/font-awesome.css)
11:42:54	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%222876e-57d728848d5a2%22	https://iqonic.design/themes/sofbox/color/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/UStorage/iqonic.design/themes/sofbox/color/fonts/fontawesome-webfontd41d.eot	(from https://iqonic.design/themes/sofbox/color/css/font-awesome.css)
11:42:56	77160/77160	---M--	200	added ('OK')	text/html	etag:%2212d68-57d728870c064%22	https://iqonic.design/themes/sofbox/color/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/My%20Web%20Sites/UStorage/iqonic.design/themes/sofbox/color/fonts/fontawesome-webfont3e6e.html	(from https://iqonic.design/themes/sofbox/color/css/font-awesome.css)
11:42:59	98024/98024	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2217ee8-57d72885d1923%22	https://iqonic.design/themes/sofbox/color/fonts/fontawesome-webfont.woff?v=4.7.0	C:/My%20Web%20Sites/UStorage/iqonic.design/themes/sofbox/color/fonts/fontawesome-webfont3e6e.woff	(from https://iqonic.design/themes/sofbox/color/css/font-awesome.css)
11:43:00	165548/165548	---MCZ	200	added ('OK')	application/font-sfnt	etag:W/%22286ac-57d72885ccb03%22	https://iqonic.design/themes/sofbox/color/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/My%20Web%20Sites/UStorage/iqonic.design/themes/sofbox/color/fonts/fontawesome-webfont3e6e.ttf	(from https://iqonic.design/themes/sofbox/color/css/font-awesome.css)
11:43:02	2778/2778	---M--	200	added ('OK')	image/png	etag:%22ada-57d7288d788e8%22	https://iqonic.design/themes/sofbox/color/images/blog-controls.png	C:/My%20Web%20Sites/UStorage/iqonic.design/themes/sofbox/color/images/blog-controls.png	(from https://iqonic.design/themes/sofbox/color/css/mediaelementplayer.min.css)
11:43:03	447050/447050	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226d24a-57d72884923c2%22	https://iqonic.design/themes/sofbox/color/fonts/fontawesome-webfont.svg?v=4.7.0	C:/My%20Web%20Sites/UStorage/iqonic.design/themes/sofbox/color/fonts/fontawesome-webfont3e6e.svg	(from https://iqonic.design/themes/sofbox/color/css/font-awesome.css)
11:43:05	120724/120724	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%221d794-57d728881b825%22	https://iqonic.design/themes/sofbox/color/fonts/ionicons.eot?v=2.0.0	C:/My%20Web%20Sites/UStorage/iqonic.design/themes/sofbox/color/fonts/ionicons28b5.eot	(from https://iqonic.design/themes/sofbox/color/css/ionicons.min.css)
11:43:07	188508/188508	---MCZ	200	added ('OK')	application/font-sfnt	etag:W/%222e05c-57d7288924285%22	https://iqonic.design/themes/sofbox/color/fonts/ionicons.ttf?v=2.0.0	C:/My%20Web%20Sites/UStorage/iqonic.design/themes/sofbox/color/fonts/ionicons28b5.ttf	(from https://iqonic.design/themes/sofbox/color/css/ionicons.min.css)
11:43:08	67904/67904	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2210940-57d72889c1626%22	https://iqonic.design/themes/sofbox/color/fonts/ionicons.woff?v=2.0.0	C:/My%20Web%20Sites/UStorage/iqonic.design/themes/sofbox/color/fonts/ionicons28b5.woff	(from https://iqonic.design/themes/sofbox/color/css/ionicons.min.css)
11:43:10	5865/5865	---M--	200	added ('OK')	image/png	etag:%2216e9-57d728aefe97e%22	https://iqonic.design/themes/sofbox/color/images/banner/02.png	C:/My%20Web%20Sites/UStorage/iqonic.design/themes/sofbox/color/images/banner/02.png	(from https://iqonic.design/themes/sofbox/color/css/style.css)
11:43:10	336064/336064	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22520c0-57d7288883065%22	https://iqonic.design/themes/sofbox/color/fonts/ionicons.svg?v=2.0.0	C:/My%20Web%20Sites/UStorage/iqonic.design/themes/sofbox/color/fonts/ionicons28b5.svg	(from https://iqonic.design/themes/sofbox/color/css/ionicons.min.css)
11:43:12	17183/17183	---M--	200	added ('OK')	image/png	etag:%22431f-57d728b66fde3%22	https://iqonic.design/themes/sofbox/color/images/banner/14.png	C:/My%20Web%20Sites/UStorage/iqonic.design/themes/sofbox/color/images/banner/14.png	(from https://iqonic.design/themes/sofbox/color/css/style.css)
11:43:13	5661/5661	---M--	200	added ('OK')	image/png	etag:%22161d-57d728b0025bf%22	https://iqonic.design/themes/sofbox/color/images/banner/04.png	C:/My%20Web%20Sites/UStorage/iqonic.design/themes/sofbox/color/images/banner/04.png	(from https://iqonic.design/themes/sofbox/color/css/style.css)
11:43:14	6247/6247	---M--	200	added ('OK')	image/png	etag:%221867-57d728b135fa0%22	https://iqonic.design/themes/sofbox/color/images/banner/06.png	C:/My%20Web%20Sites/UStorage/iqonic.design/themes/sofbox/color/images/banner/06.png	(from https://iqonic.design/themes/sofbox/color/css/style.css)
11:43:14	2106/2106	---M--	200	added ('OK')	image/png	etag:%2283a-57d728ea139a5%22	https://iqonic.design/themes/sofbox/color/images/drive/09.png	C:/My%20Web%20Sites/UStorage/iqonic.design/themes/sofbox/color/images/drive/09.png	(from https://iqonic.design/themes/sofbox/color/css/style.css)
11:43:16	5213/5213	---M--	200	added ('OK')	image/png	etag:%22145d-57d728eb5dae5%22	https://iqonic.design/themes/sofbox/color/images/drive/11.png	C:/My%20Web%20Sites/UStorage/iqonic.design/themes/sofbox/color/images/drive/11.png	(from https://iqonic.design/themes/sofbox/color/css/style.css)
